gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,total_services,has_any_security,has_any_backup,is_long_term,avg_monthly_charges,charges_per_service,paperless_electronic,tenure_monthly_interaction
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.95,137.95,1,0,2,0,0,0,45.98333333333333,23.650000000000002,1,141.9
1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1123.15,0,3,1,0,0,1,19.364655172413794,10.375,0,1182.75
1,0,1,0,71,1,2,1,0,2,2,2,2,2,1,1,0,113.15,7953.25,0,3,8,1,1,1,110.46180555555556,12.572222222222223,0,8033.650000000001
0,0,1,1,7,1,2,0,0,0,0,0,0,0,0,0,2,48.8,349.8,0,0,3,0,0,0,43.725,12.2,0,341.59999999999997
0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05,1067.05,0,1,4,0,0,0,62.76764705882353,12.61,0,1008.8
1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,0,2,100.85,3527.3,0,2,6,0,1,0,100.78,14.407142857142857,0,3428.8999999999996
0,0,1,0,37,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3762.0,1,2,6,0,1,0,99.0,14.214285714285714,1,3681.5
1,0,0,0,16,1,2,1,0,2,0,0,0,0,0,1,3,80.55,1248.9,0,1,4,0,1,0,73.46470588235294,16.11,0,1288.8
1,0,0,1,48,1,2,0,2,2,2,0,0,0,1,1,0,64.4,3035.35,0,2,6,1,1,1,61.945918367346934,9.200000000000001,0,3091.2000000000003
1,0,1,1,58,1,0,0,0,2,0,2,2,2,1,1,1,75.2,4300.8,0,3,6,1,1,1,72.89491525423729,10.742857142857144,0,4361.6
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,0,84.9,6065.3,0,3,8,1,1,1,83.08630136986302,9.433333333333334,0,6112.8
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,19.3,144.95,0,0,1,0,0,0,18.11875,9.65,0,135.1
0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,83.9,3233.6,1,2,5,1,1,0,82.91282051282052,13.983333333333334,0,3188.2000000000003
0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,117.45,5438.9,1,2,9,1,1,0,110.99795918367346,11.745000000000001,0,5637.6
1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45,1,0,7,1,1,0,98.31363636363636,13.05,1,1044.0
0,0,0,0,30,1,0,0,2,2,2,2,2,0,1,0,1,74.65,2308.6,0,2,7,1,1,1,74.47096774193548,9.33125,0,2239.5
1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05,1882.8,0,2,4,0,0,0,58.8375,11.809999999999999,0,1830.55
0,1,0,0,46,1,2,0,0,0,2,2,0,2,1,1,1,69.1,3255.35,0,2,6,1,1,1,69.2627659574468,9.87142857142857,0,3178.6
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1067.65,0,3,1,0,0,1,20.9343137254902,10.275,0,1027.5
1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,2065.4,0,2,3,1,0,0,71.22068965517242,19.1375,0,2143.4
0,0,0,0,66,0,1,0,2,2,2,2,2,2,2,1,0,62.5,4136.4,0,3,7,1,1,1,61.73731343283581,7.8125,0,4125.0
1,1,0,0,8,0,1,0,0,0,2,0,0,0,0,1,2,29.4,221.9,1,0,2,0,1,0,24.655555555555555,9.799999999999999,1,235.2
0,0,1,1,41,1,0,1,0,0,2,0,2,2,0,1,0,94.9,3848.0,0,2,5,0,1,0,91.61904761904762,15.816666666666668,0,3890.9
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.65,8022.85,0,3,8,1,1,1,109.90205479452055,12.405555555555557,0,8038.8
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.9,173.15,0,0,1,0,0,1,21.64375,9.95,0,139.29999999999998
0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,3,20.45,781.25,0,2,1,0,0,0,20.03205128205128,10.225,0,777.1
1,0,0,0,44,1,0,1,2,2,2,0,2,2,1,1,2,106.05,4510.8,0,2,7,1,1,1,100.24000000000001,13.25625,1,4666.2
1,0,1,1,47,1,2,1,2,2,2,2,2,2,1,1,0,113.45,5317.8,0,2,9,1,1,1,110.78750000000001,11.345,0,5332.150000000001
1,0,1,1,53,1,0,1,0,2,0,2,2,0,0,1,2,92.55,4779.45,0,3,5,1,1,0,88.50833333333333,15.424999999999999,1,4905.15
1,0,1,0,4,1,2,0,0,0,2,0,2,0,0,0,2,65.6,250.1,0,0,5,0,1,0,50.019999999999996,10.933333333333332,0,262.4
1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,1745.2,0,1,4,0,0,0,83.1047619047619,16.869999999999997,1,1687.0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.65,74.9,1,0,2,0,0,0,24.96666666666667,14.883333333333333,0,89.3
1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1,4140.1,0,3,6,0,1,1,71.38103448275862,10.157142857142857,0,4052.7
0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15,3670.5,0,2,5,1,1,0,81.56666666666666,14.191666666666668,1,3746.6000000000004
1,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,3,49.7,1167.8,0,1,3,0,1,0,46.711999999999996,12.425,0,1192.8000000000002
1,0,1,1,15,0,1,0,2,0,0,0,0,0,0,1,0,30.2,469.65,0,1,2,1,0,0,29.353125,10.066666666666666,0,453.0
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.25,58.9,1,0,1,0,0,0,14.725,12.625,0,75.75
0,0,0,1,4,1,2,1,0,2,2,0,0,0,0,0,0,84.05,333.55,1,0,5,0,1,0,66.71000000000001,14.008333333333333,0,336.2
1,1,1,0,37,1,2,1,0,0,0,0,2,0,0,1,2,85.7,3171.15,1,2,4,0,0,0,83.45131578947368,17.14,1,3170.9
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,0,3,0,1,0,37.35,18.675,1,74.7
0,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,1,56.35,1381.2,0,1,4,1,0,0,55.248000000000005,11.27,0,1352.4
0,0,0,0,5,1,2,1,0,2,0,0,2,0,0,1,2,90.8,455.5,1,0,5,0,1,0,75.91666666666667,15.133333333333333,1,454.0
0,0,0,0,33,1,2,1,0,2,2,0,2,2,0,0,2,107.55,3645.5,0,2,7,0,1,0,107.22058823529412,13.44375,0,3549.15
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,1,3,19.85,1158.85,0,3,1,0,0,1,19.64152542372881,9.925,0,1151.3000000000002
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,0,95.9,6954.15,0,3,6,1,1,1,95.26232876712328,13.700000000000001,0,6904.8
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,3,23.85,1672.1,0,3,2,0,0,1,23.22361111111111,7.95,0,1693.3500000000001
0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,106.15,3152.5,1,2,7,0,1,0,108.70689655172414,13.26875,1,2972.2000000000003
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.85,4307.1,0,3,8,1,1,1,82.82884615384616,9.316666666666666,0,4276.349999999999
0,0,0,0,30,1,0,0,2,2,2,2,2,2,1,0,0,85.35,2530.4,1,2,8,1,1,1,81.6258064516129,9.483333333333333,0,2560.5
1,1,1,0,72,1,0,1,2,2,0,2,0,0,2,1,1,84.8,6141.65,0,3,5,1,1,1,84.13219178082191,14.133333333333333,0,6105.599999999999
1,1,0,0,36,1,2,1,2,0,0,0,2,0,0,1,2,90.85,3186.7,1,2,5,1,0,0,86.12702702702703,15.141666666666666,1,3270.6
1,0,0,1,14,1,0,0,2,2,2,2,0,2,2,0,0,76.1,1054.8,0,1,7,1,1,1,70.32,9.5125,0,1065.3999999999999
0,0,1,1,72,1,2,0,2,2,0,2,2,0,2,0,3,74.55,5430.65,0,3,7,1,1,1,74.39246575342466,9.31875,0,5367.599999999999
0,0,1,1,22,0,1,0,0,2,0,0,2,0,0,0,2,39.2,849.9,0,1,3,0,1,0,36.952173913043474,9.8,0,862.4000000000001
0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,2,79.55,151.75,0,0,4,0,1,0,50.583333333333336,15.91,0,159.1
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.6,299.4,0,1,1,0,0,0,18.7125,9.8,0,294.0
1,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,1,19.55,1086.75,0,3,1,0,0,1,20.89903846153846,9.775,0,997.0500000000001
1,0,1,0,70,0,1,0,2,0,2,2,0,0,2,1,1,39.15,2692.75,0,3,4,1,1,1,37.92605633802817,7.83,0,2740.5
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1389.6,0,3,1,0,0,1,19.299999999999997,10.05,0,1427.1000000000001
0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,99.95,3767.4,0,2,6,1,0,0,94.185,14.278571428571428,0,3898.05
0,0,1,1,61,1,2,0,2,2,0,0,0,0,0,0,2,59.8,3641.5,0,3,5,1,1,0,58.733870967741936,9.966666666666667,0,3647.7999999999997
0,0,0,0,52,1,0,0,2,0,0,0,0,0,0,1,0,49.75,2535.55,0,3,3,1,0,0,47.840566037735854,12.4375,0,2587.0
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,35.75,35.75,1,0,2,0,0,0,17.875,11.916666666666666,1,35.75
1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5,6880.85,0,3,8,1,1,1,105.85923076923078,12.055555555555555,0,6944.0
1,0,1,0,62,1,0,0,0,2,2,2,0,0,2,1,1,60.15,3753.2,0,3,5,1,1,1,59.57460317460317,10.025,0,3729.2999999999997
1,0,1,0,30,1,0,2,1,1,1,1,1,1,2,0,3,19.05,637.55,0,2,1,0,0,1,20.566129032258065,9.525,0,571.5
0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.0,181.6,1,0,2,0,0,0,36.32,15.333333333333334,0,184.0
1,1,1,0,63,1,0,0,2,2,2,2,2,2,1,1,0,84.0,5329.55,0,3,8,1,1,1,83.27421875,9.333333333333334,0,5292.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,44.55,44.55,0,0,2,0,0,0,22.275,14.85,0,44.55
1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,1539.8,0,1,7,1,1,0,96.2375,12.93125,1,1551.75
1,0,1,1,27,1,0,1,2,2,0,0,0,0,1,1,1,80.65,2209.75,0,2,4,1,1,1,78.91964285714286,16.130000000000003,0,2177.55
0,0,0,1,4,0,1,0,2,2,2,0,2,2,0,1,3,57.2,223.75,0,0,6,1,1,0,44.75,8.171428571428573,0,228.8
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75,7751.7,0,3,8,1,1,1,106.18767123287671,12.305555555555555,1,7974.0
1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7,1174.35,0,2,2,0,0,1,25.529347826086955,8.233333333333333,0,1111.5
0,1,0,0,45,1,2,1,2,2,0,2,2,0,0,1,2,97.05,4385.05,0,2,7,1,1,0,95.32717391304348,12.13125,1,4367.25
0,0,0,0,36,1,0,0,2,2,2,2,2,0,1,1,3,76.35,2606.35,0,2,7,1,1,1,70.44189189189188,9.54375,0,2748.6
1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45,1,1,5,1,1,0,85.525,14.9,1,1519.8000000000002
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9,18.9,0,0,1,0,0,0,9.45,9.45,0,18.9
1,1,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,74.45,1261.35,0,1,3,0,0,0,74.1970588235294,18.6125,0,1191.2
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.8,58.15,1,0,1,0,0,0,14.5375,9.9,0,59.400000000000006
1,0,1,1,4,1,2,0,0,0,0,0,0,0,0,1,2,50.9,225.6,1,0,3,0,0,0,45.12,12.725,1,203.6
0,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,1,84.4,5969.3,0,3,8,1,1,1,82.90694444444445,9.377777777777778,0,5992.400000000001
1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,253.9,0,0,2,0,0,0,23.081818181818182,8.133333333333333,0,244.0
1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,400.0,0,1,1,0,0,1,19.047619047619047,10.025,0,401.0
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,340.85,1,0,3,0,0,0,68.17,20.25,1,324.0
1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2515.3,1,2,6,0,1,0,93.15925925925927,14.049999999999999,1,2557.1
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,227.35,0,0,3,0,0,0,45.47,13.875,0,222.0
1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,51.0,305.95,1,0,4,0,1,0,50.99166666666667,10.2,0,255.0
0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4,1,0,5,0,1,0,73.08,15.275,1,366.6
1,1,1,0,29,1,2,1,0,0,0,0,0,2,0,1,2,84.3,2357.75,0,2,4,0,0,0,78.59166666666667,16.86,1,2444.7
1,0,0,0,2,1,0,1,2,2,0,0,2,2,0,0,2,100.2,198.5,0,0,6,1,1,0,66.16666666666667,14.314285714285715,0,200.4
0,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,3,19.4,554.25,0,2,1,0,0,1,18.475,9.7,0,562.5999999999999
1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85,1,0,4,0,0,0,45.425,18.169999999999998,1,90.85
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,69.4,1,0,2,0,0,0,34.7,23.133333333333336,0,69.4
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,742.95,1,0,5,0,1,0,82.55000000000001,15.741666666666667,0,755.6
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,251.65,0,1,1,0,0,0,17.975,10.2,1,265.2
0,0,1,0,59,1,2,1,2,2,0,0,2,0,0,1,2,94.75,5597.65,0,3,6,1,1,0,93.29416666666665,13.535714285714286,1,5590.25
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,20.15,20.15,1,0,1,0,0,0,10.075,10.075,0,20.15
1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4816.7,1,3,5,0,0,0,94.44509803921568,15.950000000000001,1,4785.0
1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,44.35,768.05,0,1,2,0,0,0,40.42368421052631,14.783333333333333,0,798.3000000000001
0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55,1215.8,0,1,6,1,1,0,67.54444444444444,10.65,0,1267.35
1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,3522.65,0,2,6,0,1,1,73.38854166666667,10.514285714285714,0,3459.2
0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1834.95,1,2,3,0,0,0,67.96111111111111,18.7375,0,1948.7
0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,305.1,1,0,4,0,1,0,43.58571428571429,9.59,1,287.70000000000005
1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1,910.45,0,1,3,0,0,0,45.5225,12.525,0,951.9
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,2,63.6,155.65,1,0,5,1,0,0,38.9125,10.6,1,190.8
0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,3656.25,0,3,5,0,1,1,52.98913043478261,8.833333333333334,1,3604.0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.85,52.0,0,0,1,0,0,0,17.333333333333332,9.925,0,39.7
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35,150.85,0,0,1,0,0,1,18.85625,12.175,0,170.45000000000002
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,19.55,389.25,0,1,1,0,0,0,20.486842105263158,9.775,0,351.90000000000003
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1873.7,0,3,2,0,0,1,26.023611111111112,8.35,0,1778.55
1,1,1,0,13,1,2,1,2,2,0,0,0,2,0,0,1,93.8,1261.0,0,1,6,1,1,0,90.07142857142857,13.4,0,1219.3999999999999
1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,108.7,1,0,3,1,1,0,27.175,9.2125,0,110.55000000000001
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,7346.2,0,3,7,0,1,1,100.63287671232877,12.96875,0,7470.0
1,0,1,1,66,0,1,0,0,2,2,0,2,2,2,1,1,56.75,3708.4,0,3,5,0,1,1,55.34925373134328,9.458333333333334,0,3745.5
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65,0,1,1,0,0,1,18.785999999999998,10.4,0,499.20000000000005
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1,1,0,2,0,0,0,22.05,14.700000000000001,1,44.1
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.45,1385.85,0,3,2,0,0,1,24.31315789473684,8.15,0,1369.2
0,1,1,0,22,1,2,2,1,1,1,1,1,1,1,0,0,25.6,548.8,0,1,2,0,0,1,23.86086956521739,8.533333333333333,0,563.2
1,0,0,0,14,0,1,0,0,0,2,0,2,2,0,1,2,50.75,712.75,1,1,4,0,1,0,47.516666666666666,10.15,1,710.5
0,1,1,0,61,1,2,1,0,2,2,0,2,2,1,1,1,104.4,6405.0,1,3,7,0,1,1,103.30645161290323,13.05,0,6368.400000000001
0,1,1,0,40,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1637.4,1,2,3,0,1,0,39.93658536585366,9.825,1,1572.0
0,0,0,0,42,1,0,0,2,2,2,0,0,0,0,0,0,59.65,2536.55,0,2,5,1,1,0,58.989534883720935,9.941666666666666,0,2505.2999999999997
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,83.3,6042.7,0,3,8,1,1,1,82.77671232876712,9.255555555555555,0,5997.599999999999
0,0,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,79.55,958.25,0,0,4,1,0,0,73.71153846153847,15.91,0,954.5999999999999
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1730.65,0,3,2,0,0,1,24.036805555555556,8.15,0,1735.95
0,0,1,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6,0,2,1,0,0,1,17.022222222222222,9.6,0,499.2
0,0,0,1,7,0,1,0,2,0,0,0,0,0,0,0,3,29.8,201.95,0,0,2,1,0,0,25.24375,9.933333333333334,0,208.6
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,3,45.5,285.2,0,0,2,0,0,0,40.74285714285714,15.166666666666666,0,273.0
0,0,0,0,58,1,0,1,2,2,2,0,2,2,1,1,2,106.45,6145.85,1,3,7,1,1,1,104.16694915254237,13.30625,1,6174.1
1,0,1,0,51,0,1,0,0,2,0,0,0,0,0,1,1,30.05,1529.45,0,3,2,0,1,0,29.4125,10.016666666666667,0,1532.55
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,65.65,4664.5,0,3,7,1,1,1,63.897260273972606,8.20625,0,4726.8
0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1740.7,1,1,5,1,0,0,91.61578947368422,16.008333333333333,1,1728.8999999999999
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,0,75.1,552.95,1,0,3,0,0,0,69.11875,18.775,0,525.6999999999999
0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3496.3,0,2,7,1,1,1,72.83958333333334,9.25625,0,3480.35
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.7,93.7,1,0,2,0,0,0,31.233333333333334,14.9,1,89.4
1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75,7053.35,0,3,8,1,1,1,111.95793650793651,12.305555555555555,0,6866.5
0,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,19.7,301.55,0,1,1,0,0,1,17.738235294117647,9.85,0,315.2
1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,1,49.5,312.7,0,0,3,1,0,0,44.67142857142857,12.375,0,297.0
1,0,0,0,19,1,0,0,0,0,2,2,0,0,0,1,1,55.0,1046.5,1,1,4,1,1,0,52.325,11.0,0,1045.0
0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95,2960.1,0,3,4,1,1,1,42.287142857142854,8.790000000000001,0,3032.55
1,0,1,1,11,1,2,1,0,0,0,0,0,0,0,1,2,74.35,834.2,1,0,3,0,0,0,69.51666666666667,18.5875,1,817.8499999999999
0,0,1,0,64,1,2,1,0,2,2,2,2,2,0,1,2,111.15,6953.4,0,3,8,1,1,0,106.97538461538461,12.350000000000001,1,7113.6
0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85,1,2,7,1,1,1,103.37125,13.0875,0,4083.3
0,0,0,0,15,1,2,0,2,0,0,0,0,0,0,1,3,55.7,899.8,1,1,4,1,0,0,56.2375,11.14,0,835.5
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,20.6,541.5,0,2,1,0,0,0,20.826923076923077,10.3,0,515.0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,1,19.65,116.85,0,0,1,0,0,1,16.692857142857143,9.825,0,117.89999999999999
1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8,7942.15,0,3,9,1,1,1,118.53955223880597,11.58,0,7642.8
0,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,1,88.65,5321.25,0,3,8,1,1,1,85.82661290322581,9.850000000000001,0,5407.650000000001
0,1,1,0,43,1,2,1,2,2,0,0,2,0,0,1,2,94.5,4156.8,0,2,6,1,1,0,94.47272727272728,13.5,1,4063.5
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.1,223.6,0,0,1,0,0,0,17.2,10.05,0,241.20000000000002
1,1,0,0,23,0,1,0,0,0,0,0,0,2,0,1,0,34.65,768.45,0,1,2,0,0,0,32.018750000000004,11.549999999999999,0,796.9499999999999
1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3,3765.05,0,3,5,0,1,0,52.29236111111111,8.716666666666667,0,3713.2999999999997
0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0,2157.5,0,2,5,1,0,0,61.642857142857146,10.833333333333334,0,2210.0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,19.85,108.05,1,0,1,0,0,0,18.008333333333333,9.925,0,99.25
0,0,1,0,41,0,1,0,0,2,0,2,0,0,1,0,3,35.45,1391.65,0,2,3,1,1,1,33.13452380952381,8.8625,0,1453.45
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1379.8,0,3,1,0,0,1,18.9013698630137,9.85,0,1418.3999999999999
1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6,1273.3,0,1,5,0,0,0,84.88666666666667,15.933333333333332,1,1338.3999999999999
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85,810.45,0,2,1,0,0,1,19.29642857142857,9.925,0,813.85
0,0,1,1,23,1,2,1,2,0,0,0,0,0,1,0,1,81.85,1810.85,0,1,4,1,0,1,75.45208333333333,16.369999999999997,0,1882.55
1,0,1,1,71,1,0,1,2,2,2,2,2,2,2,0,1,109.3,7782.85,0,3,8,1,1,1,108.0951388888889,12.144444444444444,0,7760.3
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,1,0,2,0,0,0,35.15,23.433333333333334,1,70.3
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1797.1,0,3,2,0,0,1,24.61780821917808,8.466666666666667,0,1828.8
1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,2,69.8,377.85,0,0,2,0,0,0,53.978571428571435,23.266666666666666,1,418.79999999999995
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,1,1,20.0,445.3,0,1,1,0,0,1,18.554166666666667,10.0,0,460.0
1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,0,2,85.55,851.75,1,0,4,0,0,0,77.43181818181819,17.11,0,855.5
0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2,0,3,8,1,1,1,104.44109589041096,12.211111111111112,1,7912.8
0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3,355.1,0,0,3,1,0,0,44.3875,12.575,0,352.09999999999997
1,0,0,1,6,1,0,1,0,0,2,0,2,2,0,0,3,94.5,575.45,1,0,5,0,1,0,82.20714285714287,15.75,0,567.0
1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,906.85,0,0,6,1,1,0,90.685,14.5,1,913.5
0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15,1057.55,0,0,5,0,1,0,81.35,14.858333333333334,1,1069.8000000000002
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0,0,1,0,0,0,9.7,9.7,0,19.4
0,1,1,1,48,0,1,0,0,2,0,0,0,0,1,0,0,29.9,1388.75,0,2,2,0,1,1,28.341836734693878,9.966666666666667,0,1435.1999999999998
1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,1641.3,0,1,3,0,0,0,78.15714285714286,19.7,0,1576.0
0,1,1,0,16,1,2,1,0,0,0,0,0,2,0,1,1,85.35,1375.15,1,1,4,0,0,0,80.89117647058823,17.07,0,1365.6
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,79.65,152.7,1,0,3,0,0,0,50.9,19.9125,0,159.3
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,185.2,0,0,1,0,0,1,16.836363636363636,9.65,0,193.0
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,79.6,195.05,1,0,3,0,0,0,65.01666666666667,19.9,1,159.2
1,0,1,1,20,1,2,1,0,2,0,2,2,0,0,0,3,96.8,1826.7,0,1,6,1,1,0,86.9857142857143,13.828571428571427,0,1936.0
1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,417.5,0,1,1,0,0,1,19.88095238095238,10.325,0,413.0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,344.5,0,1,1,0,0,1,17.225,9.9,0,376.2
1,1,0,0,19,1,2,1,2,0,0,0,2,0,0,1,2,90.6,1660.0,1,1,5,1,0,0,83.0,15.1,1,1721.3999999999999
1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,2180.55,0,1,7,1,1,0,94.80652173913045,13.075,1,2301.2
0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05,2835.9,0,2,4,1,0,0,78.775,16.009999999999998,0,2801.75
